signal_type,signal_strength,signal_quality,sentiment_score,volatility_score,reliability_score,impact_likely,volume_confirmation,price_confirmation,source_diversity,momentum_filter,volume_filter,signal_score,price_volatility
BUY,0.824895730662828,0.7999999999999999,-1.0,0.021190704393393583,0.9,0.2,1.0343214258009463,1.0,1.0,True,True,0.94,0.5
SELL,0.5939407114918136,0.7999999999999999,0.5205178583951244,0.02155588428962347,0.78,0.35,1.403110697385773,0.7,1.0,True,True,0.9699999999999999,0.5
SELL,0.49814125737149173,0.4,0.1998068948610061,0.021526104102622103,0.88,0.2,1.5683907377239934,0.7,1.0,True,True,0.94,0.5
SELL,0.8263493489065712,0.7999999999999999,1.0,0.021453009020148375,0.89,0.2,1.052648165386704,1.0,1.0,True,True,0.94,0.5
SELL,0.48704554865705235,0.4,0.16401207431482712,0.021547970510713277,0.89,0.2,0.8696716701574742,1.0,1.0,True,True,0.94,0.5
BUY,0.8248927080074969,0.7999999999999999,-1.0,0.02142925386530687,0.9,0.35,0.8189822356682958,0.7,1.0,True,True,0.9699999999999999,0.5
BUY,0.41243305071358144,0.4,-0.050219494218763344,0.02131324273785348,0.8,0.35,0.9843592428826313,0.7,1.0,True,True,0.7708779768750532,0.5
SELL,0.8183262629708464,0.7999999999999999,1.0,0.021224696406234825,0.88,0.35,1.005861647661159,0.7,1.0,True,True,0.9699999999999999,0.5
SELL,0.5027988679569341,0.4,0.19486077139786834,0.021214116078507636,0.9,0.35,0.8439512062679388,1.0,1.0,True,True,0.9699999999999999,0.5
SELL,0.5529413749035824,0.7999999999999999,0.3206042866100235,0.02120515668908989,0.9,0.35,0.9435604297571949,1.0,1.0,True,True,0.9699999999999999,0.5
SELL,0.7885002111417031,0.7999999999999999,0.9339137492082754,0.02084777403105695,0.87,0.35,0.9832926072453649,1.0,1.0,True,True,0.9699999999999999,0.5
SELL,0.7246391856095233,0.7999999999999999,0.8305417328958971,0.020918917940023884,0.8,0.2,0.6929980218757272,1.0,1.0,True,True,0.94,0.5
SELL,0.7922152725394453,0.7999999999999999,1.0,0.020802887777502707,0.8,0.2,1.2388003258087037,0.7,1.0,True,True,0.94,0.5
BUY,0.8136229158415924,0.7999999999999999,-1.0,0.020964060318914093,0.85,0.35,1.0558723140175317,1.0,1.0,True,True,0.9699999999999999,0.5
SELL,0.5201067358515474,0.7999999999999999,0.23796404946206473,0.02090724791351263,0.9,0.35,1.0390000775735009,1.0,1.0,True,True,0.9699999999999999,0.5
SELL,0.8248456321361719,0.7999999999999999,1.0,0.020819762451629604,0.9,0.2,1.140475913427973,1.0,1.0,True,True,0.94,0.5
SELL,0.7826352723557674,0.7999999999999999,1.0,0.0207603518112216,0.77,0.2,1.40972868668063,1.0,1.0,True,True,0.94,0.5
BUY,0.46169777567780296,0.7999999999999999,-0.21389921908392942,0.020625007052449826,0.75,0.2,1.221273562950896,1.0,1.0,True,True,0.94,0.5
BUY,0.8182572250065538,0.7999999999999999,-1.0,0.02012754343916775,0.88,0.35,1.3880808315879296,1.0,1.0,True,True,0.9699999999999999,0.5
SELL,0.820153117355509,0.7999999999999999,1.0,0.020174993199799793,0.87,0.2,1.2423638585059344,1.0,1.0,True,True,0.94,0.5
SELL,0.8149943278932443,0.7999999999999999,1.0,0.02021870456713075,0.87,0.35,1.0756535567450158,1.0,1.0,True,True,0.9699999999999999,0.5
SELL,0.5129865690161441,0.7999999999999999,0.2694734794782226,0.02014191470606255,0.84,0.2,1.5427187572725156,1.0,1.0,True,True,0.94,0.5
SELL,0.790551031309429,0.7999999999999999,1.0,0.02006505700168332,0.78,0.2,1.0970832363664573,1.0,1.0,True,True,0.94BUY,0.4832695567996709,0.7999999999999999,-0.20343995100088674,0.01926194635550173,0.83,0.2,0.8538903110697386,1.0,1.0,True,True,0.94,0.5
BUY,0.8214842295053038,0.7999999999999999,-1.0,0.019118954122865742,0.89,0.2,0.627302963307734,1.0,1.0,True,True,0.94,0.5
BUY,0.6298312955811787,0.7999999999999999,-0.5453739702368051,0.01907971819942297,0.86,0.2,0.9898621131021643,1.0,1.0,True,True,0.94,0.5
BUY,0.5279238658657444,0.7999999999999999,-0.29068989767465014,0.018954402574196155,0.86,0.2,0.5820436738810022,1.0,1.0,True,True,0.94,0.5
SELL,0.4418953527780461,0.4,0.06746475680608555,0.018843938185519372,0.87,0.2,0.7061855170273834,1.0,1.0,True,True,0.8098590272243422,0.5
SELL,0.8147679214994233,0.7999999999999999,1.0,0.018734543387718648,0.87,0.5,0.9271487859747111,0.7,1.0,True,True,0.9999999999999999,0.5
SELL,0.8212922748162192,0.7999999999999999,1.0,0.01860736871531615,0.89,0.2,0.7880498021875727,0.7,1.0,True,True,0.94,0.5
SELL,0.6347859561547806,0.7999999999999999,0.549979605686595,0.018611703450051406,0.87,0.2,0.8378422930726863,0.7,1.0,True,True,0.94,0.5
SELL,0.4465920905848616,0.4,0.06311185218132578,0.018583503273088997,0.89,0.2,1.1205977038243735,0.7,1.0,True,True,0.7924474087253031,0.5
BUY,0.7763690409808274,0.7999999999999999,-0.9240095959601148,0.01853036854401946,0.83,0.35,0.8316848964393763,1.0,1.0,True,True,0.9699999999999999,0.5
SELL,0.49540854567659137,0.4,0.1774427415224839,0.01844811866251296,0.9,0.35,0.9634386393607943,1.0,1.0,True,True,0.9699999999999999,0.5
BUY,0.40995131752640906,0.4,-0.0611731707796525,0.018355763992436602,0.78,0.2,0.9206035218369405,1.0,1.0,True,True,0.7846926831186101,0.5
SELL,0.4919107990345765,0.4,0.16849239274636676,0.018309464501942256,0.9,0.2,1.4953746800093088,1.0,1.0,True,True,0.94,0.5
BUY,0.4840670521459076,0.7999999999999999,-0.20157675850096088,0.01833468650601281,0.82,0.2,1.6184256457993949,1.0,1.0,True,True,0.94,0.5
SELL,0.6562011518201836,0.7999999999999999,0.5955315723879125,0.018679578221620897,0.88,0.35,1.470793576914126,1.0,1.0,True,True,0.9699999999999999,0.5
BUY,0.6085210183414211,0.7999999999999999,-0.5011882196398414,0.018592264569222847,0.85,0.2,1.1046224109844078,1.0,1.0,True,True,0.94,0.5
SELL,0.8244552473169798,0.7999999999999999,1.0,0.018556041580055894,0.9,0.2,1.2325459622992785,0.7,1.0,True,True,0.94,0.5
SELL,0.46210505215340564,0.4,0.12672824235717883,0.018524577605317692,0.86,0.35,1.383062795748972,0.7,1.0,True,True,0.9699999999999999,0.5
SELL,0.8148115181622749,0.7999999999999999,1.0,0.018422503635090518,0.87,0.2,1.1085980529051276,1.0,1.0,True,True,0.94,0.5
BUY,0.5194412268220335,0.7999999999999999,-0.29425649126860004,0.018242082419284964,0.83,0.2,0.9233428360871926,1.0,1.0,True,True,0.94,0.5
SELL,0.7325439643797258,0.7999999999999999,0.8103983613129242,0.018233599319069625,0.85,0.35,1.8359465906446357,1.0,1.0,True,True,0.9699999999999999,0.5
SELL,0.8163600520142013,0.7999999999999999,1.0,0.018319282566676004,0.86,0.2,1.0849623768520673,1.0,1.0,True,True,0.94,0.5
SELL,0.7985776043935984,0.7999999999999999,0.9434142793937332,0.01822003583183356,0.89,0.35,1.2223401985881623,1.0,1.0,True,True,0.9699999999999999,0.5
BUY,0.4388437308928917,0.4,-0.06820995375565887,0.018251629765535217,0.86,0.2,0.6371208595143899,1.0,1.0,True,True,0.8128398150226355,0.5
BUY,0.8148430804428802,0.7999999999999999,-1.0,0.018210397749568404,0.87,0.35,0.745311651539834,1.0,1.0,True,True,0.9699999999999999,0.5
BUY,0.801863068044119,0.7999999999999999,-1.0,0.017995247824414768,0.83,0.2,1.63978260026375,1.0,1.0,True,True,0.94,0.5
BUY,0.8148915175782838,0.7999999999999999,-1.0,0.01790645979526185,0.87,0.2,1.0285034132340392,1.0,1.0,True,True,0.94,0.5
SELL,0.45808947779168535,0.4,0.10859767110048309,0.017941197022345232,0.87,0.35,1.0158492359010163,1.0,1.0,True,True,0.9699999999999999,0.5
BUY,0.4778812823315104,0.4,-0.15788017800504184,0.01788204580215889,0.87,0.2,1.2666540609727717,1.0,1.0,True,True,0.94,0.5
SELL,0.785482140466569,0.7999999999999999,1.0,0.01790005882631606,0.78,0.2,1.0113402761616632,1.0,1.0,True,True,0.94,0.5
SELL,0.5173523866784567,0.7999999999999999,0.24837092981667297,0.017999983163641587,0.88,0.2,1.06365390582577,1.0,1.0,True,True,0.94,0.5
BUY,0.46178283228676065,0.4,-0.1499379354280619,0.01788880307146588,0.83,0.2,0.8311273369017144,1.0,1.0,True,True,0.94,0.5
True,0.94,0.5
SELL,0.5355675332307988,0.7999999999999999,0.27751945960042657,0.018251629765535217,0.9,0.2,0.6371208595143899,1.0,1.0,True,True,0.94,0.5
BUY,0.6576909581721488,0.7999999999999999,-0.5908696943231714,0.018210397749568404,0.89,0.35,0.745311651539834,1.0,1.0,True,True,0.9699999999999999,0.5
BUY,0.5340629516085663,0.7999999999999999,-0.29805371135712805,0.01818066108934885,0.87,0.2,1.1559663718873632,1.0,1.0,True,True,0.94,0.5
BUY,0.5328813951032831,0.7999999999999999,-0.2789262065016464,0.01810122333922975,0.89,0.2,0.9600205569777364,1.0,1.0,True,True,0.94,0.5
SELL,0.8246062722208753,0.7999999999999999,1.0,0.018071389269159865,0.9,0.2,0.881041036381972,1.0,1.0,True,True,0.94,0.5
SELL,0.8083359529760635,0.7999999999999999,1.0,0.018032717598044617,0.85,0.2,1.262872352804282,1.0,1.0,True,True,0.94,0.5
SELL,0.766113068044119,0.7999999999999999,1.0,0.017995247824414768,0.72,0.2,1.63978260026375,1.0,1.0,True,True,0.94,0.5
SELL,0.4590964311603892,0.4,0.12676228395526334,0.01790645979526185,0.85,0.5,1.0285034132340392,1.0,1.0,True,True,0.9999999999999999,0.5
SELL,0.6340299754184363,0.7999999999999999,0.5480844768399715,0.017928719309117862,0.87,0.2,1.272011480878132,1.0,1.0,True,True,0.94,0.5
BUY,0.47210267431477954,0.4,-0.11920120811621576,0.017920117140592835,0.9,0.2,0.9839713753781708,1.0,1.0,True,True,0.94,0.5
BUY,0.5238598863887022,0.7999999999999999,-0.2484516881480211,0.01788204580215889,0.9,0.35,1.2666540609727717,1.0,1.0,True,True,0.9699999999999999,0.5
BUY,0.5296058362983194,0.7999999999999999,-0.30354114126041454,0.01797946137215014,0.85,0.2,1.4898960515088047,1.0,1.0,True,True,0.94,0.5
SELL,0.45648084873113204,0.4,0.10410157924249581,0.01792523513513211,0.87,0.35,0.6998099449228143,1.0,1.0,True,True,0.9699999999999999,0.5
BUY,0.7660437885492272,0.7999999999999999,-1.0,0.017878198531398392,0.72,0.2,0.5532687533938406,1.0,1.0,True,True,0.94,0.5
BUY,0.4676672393817898,0.4,-0.13197429838626443,0.017844480919637126,0.87,0.35,0.5210999922426499,1.0,1.0,True,True,0.9699999999999999,0.5
